action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent,shot_id
35,3,238,40800141,33.8553,-174,189,-118.4438,1,2,1,5,32,25,,2,6,5,5,95,57,32,28509
35,3,268,40800141,34.0113,12,33,-118.2578,10,3,1,5,44,3,0.0,1,4,4,1,95,57,32,28510
35,3,289,40800141,34.0523,140,-8,-118.1298,8,3,1,5,48,14,0.0,1,5,2,4,95,57,32,28511
35,3,334,40800141,33.8383,163,206,-118.1068,5,3,1,5,44,26,0.0,2,1,5,5,95,57,32,28512
35,3,376,40800141,33.9263,-136,118,-118.4058,1,3,1,5,35,18,,1,6,2,3,95,57,32,28513
35,3,401,40800141,33.4103,1,634,-118.2688,0,3,1,5,1,63,0.0,2,2,3,2,95,57,32,28514
53,3,495,40800141,33.8713,-4,173,-118.2738,5,4,1,5,29,17,1.0,1,4,2,3,95,57,32,28515
35,3,499,40800141,33.8953,-150,149,-118.4198,4,4,1,5,49,21,,1,6,2,3,95,57,32,28516
35,3,526,40800141,33.9063,92,138,-118.1778,2,4,1,5,45,16,0.0,1,1,2,3,95,57,32,28517
35,3,529,40800141,33.7893,89,255,-118.1808,2,4,1,5,11,27,0.0,2,1,5,5,95,57,32,28518
42,1,549,40800141,34.0443,0,0,-118.2698,1,4,1,5,26,0,,1,4,4,1,95,57,32,28519
35,3,55,40800142,33.8063,94,238,-118.1758,3,1,1,5,6,25,1.0,2,1,5,5,153,57,32,28520
35,3,64,40800142,34.0273,-234,17,-118.5038,1,1,1,5,27,23,0.0,2,3,6,5,153,57,32,28521
7,4,171,40800142,34.0443,0,0,-118.2698,4,2,1,5,35,0,1.0,1,4,4,1,153,57,32,28522
53,3,235,40800142,33.9613,-81,83,-118.3508,10,3,1,5,9,11,0.0,1,3,2,4,153,57,32,28523
35,3,241,40800142,34.0133,116,31,-118.1538,9,3,1,5,33,12,1.0,1,5,2,4,153,57,32,28524
35,3,245,40800142,34.0213,163,23,-118.1068,8,3,1,5,48,16,0.0,1,5,2,3,153,57,32,28525
35,3,254,40800142,33.9753,65,69,-118.2048,7,3,1,5,21,9,,1,5,7,4,153,57,32,28526
35,3,290,40800142,34.0143,-128,30,-118.3978,3,3,1,5,44,13,,1,3,2,4,153,57,32,28527
55,3,304,40800142,33.9733,141,71,-118.1288,2,3,1,5,26,15,,1,5,2,4,153,57,32,28528
35,3,312,40800142,33.8713,-24,173,-118.2938,1,3,1,5,59,17,0.0,1,4,2,3,153,57,32,28529
53,3,322,40800142,33.8653,80,179,-118.1898,0,3,1,5,57,19,1.0,1,1,2,3,153,57,32,28530
57,2,349,40800142,33.9753,39,69,-118.2308,11,4,1,5,0,7,1.0,1,4,7,1,153,57,32,28531
31,6,356,40800142,33.9843,-103,60,-118.3728,10,4,1,5,33,11,1.0,1,3,2,4,153,57,32,28532
35,3,364,40800142,33.8143,-27,230,-118.2968,9,4,1,5,55,23,,1,4,2,3,153,57,32,28533
35,3,426,40800142,33.8203,152,224,-118.1178,4,4,1,5,38,27,0.0,2,1,5,5,153,57,32,28534
19,4,446,40800142,34.0443,0,0,-118.2698,3,4,1,5,37,0,0.0,1,4,4,1,153,57,32,28535
35,3,480,40800142,33.9973,-202,47,-118.4718,1,4,1,5,3,20,1.0,1,3,2,3,153,57,32,28536
35,3,59,40800143,33.9253,135,119,-118.1348,5,1,1,5,59,17,0.0,1,1,2,3,635,73,32,28537
35,3,78,40800143,33.9393,-217,105,-118.4868,4,1,1,5,42,24,0.0,2,6,5,5,635,73,32,28538
35,3,90,40800143,33.9563,9,88,-118.2608,2,1,1,5,53,8,0.0,1,4,7,4,635,73,32,28539
28,3,103,40800143,34.0543,-171,-10,-118.4408,2,1,1,5,22,17,0.0,1,3,2,3,635,73,32,28540
35,3,205,40800143,34.0323,177,12,-118.0928,6,2,1,5,10,17,0.0,1,5,2,3,635,73,32,28541
7,4,217,40800143,34.0443,0,0,-118.2698,4,2,1,5,47,0,1.0,1,4,4,1,635,73,32,28542
7,4,220,40800143,34.0443,0,0,-118.2698,4,2,1,5,8,0,0.0,1,4,4,1,635,73,32,28543
39,3,235,40800143,33.9533,-98,91,-118.3678,2,2,1,5,41,13,0.0,1,3,2,4,635,73,32,28544
35,3,244,40800143,33.8823,-75,162,-118.3448,2,2,1,5,29,17,0.0,1,6,2,3,635,73,32,28545
35,3,265,40800143,33.9913,-90,53,-118.3598,0,2,1,5,27,10,0.0,1,3,2,4,635,73,32,28546
35,3,277,40800143,34.0353,237,9,-118.0328,11,3,1,5,29,23,,2,5,1,5,635,73,32,28547
35,3,289,40800143,33.9553,4,89,-118.2658,10,3,1,5,45,8,1.0,1,4,7,4,635,73,32,28548
35,3,291,40800143,34.0663,171,-22,-118.0988,10,3,1,5,18,17,0.0,1,5,2,3,635,73,32,28549
35,3,295,40800143,33.9643,-106,80,-118.3758,9,3,1,5,51,13,0.0,1,3,2,4,635,73,32,28550
35,3,315,40800143,33.8903,-41,154,-118.3108,8,3,1,5,34,15,,1,4,2,4,635,73,32,28551
35,3,338,40800143,33.9023,81,142,-118.1888,5,3,1,5,17,16,0.0,1,1,2,3,635,73,32,28552
39,3,379,40800143,33.9703,-15,74,-118.2848,1,3,1,5,35,7,0.0,1,4,7,1,635,73,32,28553
35,3,402,40800143,33.9423,-103,102,-118.3728,0,3,1,5,0,14,0.0,1,3,2,4,635,73,32,28554
35,3,438,40800143,33.8773,170,167,-118.0998,8,4,1,5,37,23,0.0,2,1,5,5,635,73,32,28555
35,3,474,40800143,34.0413,-111,3,-118.3808,5,4,1,5,54,11,0.0,1,3,2,4,635,73,32,28556
28,3,492,40800143,34.0323,176,12,-118.0938,4,4,1,5,40,17,0.0,1,5,2,3,635,73,32,28557
35,3,507,40800143,33.9913,-175,53,-118.4448,2,4,1,5,12,18,0.0,1,3,2,3,635,73,32,28558
19,4,528,40800143,34.0443,0,0,-118.2698,0,4,1,5,28,0,1.0,1,4,4,1,635,73,32,28559
35,3,541,40800143,33.7593,-76,285,-118.3458,0,4,1,5,1,29,0.0,2,4,5,5,635,73,32,28560
35,3,2,40800144,33.9993,182,45,-118.0878,11,1,1,5,43,18,1.0,1,5,2,3,425,73,32,28561
35,3,15,40800144,33.8463,21,198,-118.2488,10,1,1,5,14,19,1.0,1,4,2,3,425,73,32,28562
35,3,17,40800144,33.8913,-2,153,-118.2718,9,1,1,5,37,15,,1,4,2,4,425,73,32,28563
53,3,42,40800144,34.0523,157,-8,-118.1128,6,1,1,5,58,15,1.0,1,5,2,4,425,73,32,28564
35,3,47,40800144,33.9173,162,127,-118.1078,6,1,1,5,19,20,0.0,1,1,2,3,425,73,32,28565
35,3,52,40800144,33.8903,48,154,-118.2218,5,1,1,5,51,16,,1,4,2,3,425,73,32,28566
7,4,62,40800144,34.0443,0,0,-118.2698,4,1,1,5,27,0,1.0,1,4,4,1,425,73,32,28567
35,3,106,40800144,33.8503,10,194,-118.2598,0,1,1,5,34,19,,1,4,2,3,425,73,32,28568
35,3,176,40800144,33.9093,-67,135,-118.3368,6,2,1,5,8,15,1.0,1,4,7,4,425,73,32,28569
19,4,181,40800144,34.0443,0,0,-118.2698,5,2,1,5,18,0,1.0,1,4,4,1,425,73,32,28570
35,3,191,40800144,33.9913,196,53,-118.0738,4,2,1,5,38,20,0.0,1,5,2,3,425,73,32,28571
35,3,218,40800144,34.0573,-205,-13,-118.4748,2,2,1,5,11,20,1.0,1,3,2,3,425,73,32,28572
35,3,235,40800144,33.8283,-116,216,-118.3858,0,2,1,5,49,24,1.0,2,6,5,5,425,73,32,28573
53,3,265,40800144,34.0723,-174,-28,-118.4438,10,3,1,5,58,17,1.0,1,3,2,3,425,73,32,28574
35,3,267,40800144,33.8303,80,214,-118.1898,10,3,1,5,13,22,1.0,1,1,2,3,425,73,32,28575
35,3,272,40800144,33.8583,110,186,-118.1598,9,3,1,5,9,21,1.0,1,1,2,3,425,73,32,28576
35,3,274,40800144,33.8613,-109,183,-118.3788,8,3,1,5,27,21,1.0,1,6,2,3,425,73,32,28577
35,3,322,40800144,33.9393,159,105,-118.1108,4,3,1,5,44,19,0.0,1,5,2,3,425,73,32,28578
35,3,421,40800144,33.9483,-204,96,-118.4738,9,4,1,5,49,22,0.0,1,3,2,3,425,73,32,28579
35,3,430,40800144,33.8823,-67,162,-118.3368,8,4,1,5,45,17,,1,6,2,3,425,73,32,28580
35,3,444,40800144,33.8693,-130,175,-118.3998,7,4,1,5,14,21,0.0,1,6,2,3,425,73,32,28581
53,3,450,40800144,33.8763,121,168,-118.1488,6,4,1,5,25,20,1.0,1,1,2,3,425,73,32,28582
39,3,469,40800144,33.9323,2,112,-118.2678,5,4,1,5,4,11,0.0,1,4,7,4,425,73,32,28583
35,3,521,40800144,33.8493,-155,195,-118.4248,0,4,1,5,14,24,0.0,2,6,5,5,425,73,32,28584
35,3,5,40800145,33.9473,83,97,-118.1868,11,1,1,5,12,12,1.0,1,5,2,4,682,57,32,28585
35,3,20,40800145,34.0143,171,30,-118.0988,8,1,1,5,29,17,0.0,1,5,2,3,682,57,32,28586
35,3,33,40800145,33.8473,-87,197,-118.3568,7,1,1,5,11,21,0.0,1,6,2,3,682,57,32,28587
35,3,110,40800145,33.7923,108,252,-118.1618,10,2,1,5,49,27,1.0,2,1,5,5,682,57,32,28588
35,3,126,40800145,33.9293,-114,115,-118.3838,9,2,1,5,0,16,,1,6,2,3,682,57,32,28589
7,4,130,40800145,34.0443,0,0,-118.2698,8,2,1,5,35,0,,1,4,4,1,682,57,32,28590
35,3,153,40800145,33.8983,-10,146,-118.2798,7,2,1,5,13,14,0.0,1,4,2,4,682,57,32,28591
7,4,160,40800145,34.0443,0,0,-118.2698,6,2,1,5,22,0,0.0,1,4,4,1,682,57,32,28592
7,4,174,40800145,34.0443,0,0,-118.2698,5,2,1,5,33,0,1.0,1,4,4,1,682,57,32,28593
19,4,199,40800145,34.0443,0,0,-118.2698,2,2,1,5,49,0,0.0,1,4,4,1,682,57,32,28594
10,3,245,40800145,33.9593,-4,85,-118.2738,0,2,1,5,7,8,1.0,1,4,7,4,682,57,32,28595
39,3,256,40800145,34.0373,116,7,-118.1538,11,3,1,5,12,11,0.0,1,5,2,4,682,57,32,28596
19,4,323,40800145,34.0443,0,0,-118.2698,5,3,1,5,3,0,1.0,1,4,4,1,682,57,32,28597
19,4,333,40800145,34.0443,0,0,-118.2698,4,3,1,5,14,0,1.0,1,4,4,1,682,57,32,28598
35,3,345,40800145,33.8573,-177,187,-118.4468,3,3,1,5,2,25,1.0,2,6,5,5,682,57,32,28599
35,3,384,40800145,33.8113,-127,233,-118.3968,11,4,1,5,29,26,1.0,2,6,5,5,682,57,32,28600
28,3,388,40800145,33.9393,-52,105,-118.3218,10,4,1,5,56,11,0.0,1,4,7,4,682,57,32,28601
35,3,390,40800145,34.0113,225,33,-118.0448,10,4,1,5,52,22,0.0,2,5,1,5,682,57,32,28602
35,3,413,40800145,34.0003,12,44,-118.2578,8,4,1,5,35,4,0.0,1,4,7,1,682,57,32,28603
28,3,460,40800145,33.9483,-105,96,-118.3748,4,4,1,5,25,14,1.0,1,3,2,4,682,57,32,28604
35,3,476,40800145,34.0633,-161,-19,-118.4308,2,4,1,5,11,16,0.0,1,3,2,3,682,57,32,28605
35,3,7,40800221,33.9123,-171,132,-118.4408,11,1,1,5,19,21,,1,6,2,3,542,71,21,28606
35,3,16,40800221,33.9213,108,123,-118.1618,9,1,1,5,49,16,0.0,1,1,2,3,542,71,21,28607
35,3,26,40800221,33.8633,176,181,-118.0938,8,1,1,5,49,25,0.0,2,1,5,5,542,71,21,28608
19,4,34,40800221,34.0443,0,0,-118.2698,8,1,1,5,2,0,1.0,1,4,4,1,542,71,21,28609
35,3,82,40800221,33.8063,105,238,-118.1648,2,1,1,5,42,26,0.0,2,1,5,5,542,71,21,28610
35,3,160,40800221,34.0463,92,-2,-118.1778,7,2,1,5,34,9,0.0,1,5,2,4,542,71,21,28611
35,3,191,40800221,33.8683,125,176,-118.1448,4,2,1,5,40,21,0.0,1,1,2,3,542,71,21,28612
35,3,210,40800221,33.8023,-117,242,-118.3868,3,2,1,5,45,26,,2,6,5,5,542,71,21,28613
35,3,223,40800221,33.9173,-101,127,-118.3708,2,2,1,5,11,16,1.0,1,6,2,3,542,71,21,28614
35,3,225,40800221,33.9753,-78,69,-118.3478,1,2,1,5,47,10,,1,3,7,4,542,71,21,28615
35,3,239,40800221,34.0243,-64,20,-118.3338,0,2,1,5,37,6,0.0,1,4,7,1,542,71,21,28616
35,3,247,40800221,33.9063,-183,138,-118.4528,0,2,1,5,1,22,1.0,1,6,2,3,542,71,21,28617
35,3,259,40800221,34.0433,97,1,-118.1728,10,3,1,5,36,9,0.0,1,5,2,4,542,71,21,28618
19,4,266,40800221,34.0443,0,0,-118.2698,9,3,1,5,40,0,,1,4,4,1,542,71,21,28619
35,3,300,40800221,33.7983,77,246,-118.1928,5,3,1,5,36,25,1.0,2,4,5,5,542,71,21,28620
35,3,309,40800221,33.9363,-152,108,-118.4218,4,3,1,5,19,18,1.0,1,3,2,3,542,71,21,28621
35,3,311,40800221,33.7763,26,268,-118.2438,3,3,1,5,46,26,0.0,2,4,5,5,542,71,21,28622
35,3,317,40800221,33.9423,42,102,-118.2278,3,3,1,5,10,11,1.0,1,4,7,4,542,71,21,28623
35,3,332,40800221,33.8583,2,186,-118.2678,2,3,1,5,5,18,1.0,1,4,2,3,542,71,21,28624
39,3,341,40800221,33.9153,62,129,-118.2078,1,3,1,5,0,14,1.0,1,4,7,4,542,71,21,28625
35,3,347,40800221,33.8633,-168,181,-118.4378,0,3,1,5,34,24,0.0,2,6,5,5,542,71,21,28626
35,3,367,40800221,33.8853,-29,159,-118.2988,10,4,1,5,49,16,1.0,1,4,2,3,542,71,21,28627
35,3,374,40800221,34.0463,130,-2,-118.1398,10,4,1,5,12,13,0.0,1,5,2,4,542,71,21,28628
53,3,379,40800221,33.9503,-128,94,-118.3978,9,4,1,5,31,15,,1,3,2,4,542,71,21,28629
24,2,394,40800221,34.0023,-24,42,-118.2938,8,4,1,5,41,4,1.0,1,4,7,1,542,71,21,28630
35,3,406,40800221,33.8363,62,208,-118.2078,7,4,1,5,39,21,0.0,1,4,2,3,542,71,21,28631
35,3,429,40800221,33.8913,47,153,-118.2228,6,4,1,5,2,16,0.0,1,4,2,3,542,71,21,28632
35,3,440,40800221,33.8743,70,170,-118.1998,4,4,1,5,17,18,,1,1,2,3,542,71,21,28633
35,3,462,40800221,33.7873,114,257,-118.1558,2,4,1,5,2,28,0.0,2,1,5,5,542,71,21,28634
7,4,490,40800221,34.0443,0,0,-118.2698,0,4,1,5,42,0,,1,4,4,1,542,71,21,28635
34,1,509,40800221,34.0443,0,0,-118.2698,0,4,1,5,18,0,1.0,1,4,4,1,542,71,21,28636
35,3,8,40800222,33.8803,-59,164,-118.3288,11,1,1,5,14,17,1.0,1,6,2,3,782,71,21,28637
35,3,18,40800222,33.8983,81,146,-118.1888,9,1,1,5,58,16,1.0,1,1,2,3,782,71,21,28638
35,3,27,40800222,33.8763,100,168,-118.1698,8,1,1,5,23,19,0.0,1,1,2,3,782,71,21,28639
7,4,30,40800222,34.0443,0,0,-118.2698,8,1,1,5,2,0,1.0,1,4,4,1,782,71,21,28640
35,3,35,40800222,33.9133,-161,131,-118.4308,7,1,1,5,7,20,1.0,1,6,2,3,782,71,21,28641
39,3,39,40800222,33.9063,-164,138,-118.4338,6,1,1,5,27,21,1.0,1,6,2,3,782,71,21,28642
35,3,57,40800222,33.8193,143,225,-118.1268,3,1,1,5,56,26,1.0,2,1,5,5,782,71,21,28643
35,3,61,40800222,33.8763,125,168,-118.1448,3,1,1,5,21,20,0.0,1,1,2,3,782,71,21,28644
35,3,79,40800222,33.7783,-38,266,-118.3078,2,1,1,5,5,26,0.0,2,4,5,5,782,71,21,28645
35,3,86,40800222,33.9643,65,80,-118.2048,1,1,1,5,5,10,,1,5,7,4,782,71,21,28646
35,3,101,40800222,33.8743,140,170,-118.1298,0,1,1,5,1,22,1.0,1,1,2,3,782,71,21,28647
28,3,157,40800222,33.9453,32,99,-118.2378,8,2,1,5,1,10,,1,4,7,4,782,71,21,28648
35,3,214,40800222,33.8693,7,175,-118.2628,2,2,1,5,55,17,0.0,1,4,2,3,782,71,21,28649
35,3,229,40800222,33.8823,-152,162,-118.4218,1,2,1,5,45,22,0.0,1,6,2,3,782,71,21,28650
35,3,258,40800222,34.0413,234,3,-118.0358,0,2,1,5,4,23,,2,5,1,5,782,71,21,28651
35,3,285,40800222,34.0333,154,11,-118.1158,10,3,1,5,11,15,1.0,1,5,2,4,782,71,21,28652
35,3,291,40800222,33.8963,-16,148,-118.2858,9,3,1,5,14,14,1.0,1,4,2,4,782,71,21,28653
19,4,296,40800222,34.0443,0,0,-118.2698,9,3,1,5,9,0,0.0,1,4,4,1,782,71,21,28654
6,3,302,40800222,33.8723,-139,172,-118.4088,8,3,1,5,13,22,1.0,1,6,2,3,782,71,21,28655
19,4,309,40800222,34.0443,0,0,-118.2698,7,3,1,5,44,0,0.0,1,4,4,1,782,71,21,28656
35,3,320,40800222,34.0223,106,22,-118.1638,6,3,1,5,27,10,1.0,1,5,2,4,782,71,21,28657
35,3,466,40800222,33.8353,61,209,-118.2088,7,4,1,5,36,21,0.0,1,4,2,3,782,71,21,28658
35,3,489,40800222,33.9363,-138,108,-118.4078,6,4,1,5,10,17,1.0,1,6,2,3,782,71,21,28659
7,4,502,40800222,34.0443,0,0,-118.2698,4,4,1,5,46,0,,1,4,4,1,782,71,21,28660
19,4,510,40800222,34.0443,0,0,-118.2698,4,4,1,5,16,0,0.0,1,4,4,1,782,71,21,28661
13,4,511,40800222,34.0443,0,0,-118.2698,4,4,1,5,14,0,1.0,1,4,4,1,782,71,21,28662
35,3,514,40800222,34.0323,-168,12,-118.4378,3,4,1,5,41,16,0.0,1,3,2,3,782,71,21,28663
53,3,8,40800223,33.8633,-52,181,-118.3218,10,1,1,5,46,18,1.0,1,4,2,3,1356,13,21,28664
35,3,13,40800223,33.8633,174,181,-118.0958,9,1,1,5,36,25,1.0,2,1,5,5,1356,13,21,28665
35,3,17,40800223,33.8873,157,157,-118.1128,9,1,1,5,13,22,1.0,1,1,2,3,1356,13,21,28666
7,4,30,40800223,34.0443,0,0,-118.2698,7,1,1,5,53,0,0.0,1,4,4,1,1356,13,21,28667
35,3,51,40800223,33.9013,94,143,-118.1758,5,1,1,5,51,17,1.0,1,1,2,3,1356,13,21,28668
35,3,58,40800223,33.9993,106,45,-118.1638,4,1,1,5,13,11,1.0,1,5,2,4,1356,13,21,28669
35,3,130,40800223,33.9883,-62,56,-118.3318,8,2,1,5,23,8,0.0,1,3,7,4,1356,13,21,28670
35,3,141,40800223,33.8053,-95,239,-118.3648,6,2,1,5,55,25,1.0,2,6,5,5,1356,13,21,28671
53,3,163,40800223,34.0353,-202,9,-118.4718,5,2,1,5,26,20,0.0,1,3,2,3,1356,13,21,28672
35,3,178,40800223,33.9703,89,74,-118.1808,4,2,1,5,32,11,0.0,1,5,2,4,1356,13,21,28673
35,3,183,40800223,33.9943,2,50,-118.2678,3,2,1,5,55,5,0.0,1,4,7,1,1356,13,21,28674
2,4,198,40800223,34.0443,0,0,-118.2698,2,2,1,5,32,0,0.0,1,4,4,1,1356,13,21,28675
35,3,212,40800223,33.7683,-32,276,-118.3018,1,2,1,5,42,27,0.0,2,4,5,5,1356,13,21,28676
35,3,262,40800223,33.8033,92,241,-118.1778,7,3,1,5,49,25,0.0,2,1,5,5,1356,13,21,28677
39,3,270,40800223,33.9893,-54,55,-118.3238,6,3,1,5,41,7,0.0,1,4,7,1,1356,13,21,28678
35,3,301,40800223,33.9313,133,113,-118.1368,3,3,1,5,55,17,0.0,1,1,2,3,1356,13,21,28679
35,3,327,40800223,33.9813,89,63,-118.1808,2,3,1,5,20,10,0.0,1,5,2,4,1356,13,21,28680
19,4,328,40800223,34.0443,0,0,-118.2698,2,3,1,5,18,0,,1,4,4,1,1356,13,21,28681
52,3,355,40800223,33.7153,0,329,-118.2698,0,3,1,5,0,32,1.0,2,4,5,5,1356,13,21,28682
7,4,370,40800223,34.0443,0,0,-118.2698,10,4,1,5,44,0,0.0,1,4,4,1,1356,13,21,28683
35,3,405,40800223,33.9913,9,53,-118.2608,7,4,1,5,37,5,0.0,1,4,7,1,1356,13,21,28684
19,4,407,40800223,34.0443,0,0,-118.2698,7,4,1,5,35,0,1.0,1,4,4,1,1356,13,21,28685
7,4,409,40800223,34.0443,0,0,-118.2698,6,4,1,5,56,0,1.0,1,4,4,1,1356,13,21,28686
35,3,419,40800223,33.9973,43,47,-118.2268,6,4,1,5,36,6,0.0,1,4,7,1,1356,13,21,28687
52,3,438,40800223,33.8633,81,181,-118.1888,4,4,1,5,34,19,0.0,1,1,2,3,1356,13,21,28688
35,3,454,40800223,33.8543,-182,190,-118.4518,2,4,1,5,21,26,1.0,2,6,5,5,1356,13,21,28689
35,3,458,40800223,33.9103,189,134,-118.0808,1,4,1,5,40,23,0.0,1,5,2,3,1356,13,21,28690
19,4,460,40800223,34.0443,0,0,-118.2698,1,4,1,5,22,0,0.0,1,4,4,1,1356,13,21,28691
35,3,4,40800224,33.8143,108,230,-118.1618,11,1,1,5,28,25,0.0,2,1,5,5,1494,13,21,28692
6,3,22,40800224,33.9253,141,119,-118.1288,8,1,1,5,31,18,,1,1,2,3,1494,13,21,28693
52,3,32,40800224,33.9293,29,115,-118.2408,7,1,1,5,43,11,1.0,1,4,7,4,1494,13,21,28694
35,3,37,40800224,33.8823,17,162,-118.2528,6,1,1,5,46,16,0.0,1,4,2,3,1494,13,21,28695
35,3,51,40800224,34.0253,222,19,-118.0478,5,1,1,5,6,22,,2,5,1,5,1494,13,21,28696
35,3,82,40800224,34.0443,-232,0,-118.5018,1,1,1,5,16,23,0.0,2,3,6,5,1494,13,21,28697
35,3,86,40800224,33.8983,-93,146,-118.3628,0,1,1,5,39,17,1.0,1,6,2,3,1494,13,21,28698
35,3,91,40800224,33.9703,200,74,-118.0698,0,1,1,5,1,21,0.0,1,5,2,3,1494,13,21,28699
52,3,183,40800224,33.9283,-101,116,-118.3708,3,2,1,5,6,15,1.0,1,3,2,4,1494,13,21,28700
52,3,186,40800224,33.9213,88,123,-118.1818,2,2,1,5,36,15,1.0,1,5,2,4,1494,13,21,28701
35,3,189,40800224,33.8413,4,203,-118.2658,2,2,1,5,1,20,0.0,1,4,2,3,1494,13,21,28702
35,3,194,40800224,33.9133,-174,131,-118.4438,1,2,1,5,21,21,,1,6,2,3,1494,13,21,28703
7,4,229,40800224,34.0443,0,0,-118.2698,9,3,1,5,39,0,0.0,1,4,4,1,1494,13,21,28704
7,4,243,40800224,34.0443,0,0,-118.2698,8,3,1,5,27,0,1.0,1,4,4,1,1494,13,21,28705
39,3,251,40800224,33.9693,26,75,-118.2438,7,3,1,5,24,7,0.0,1,4,7,1,1494,13,21,28706
35,3,262,40800224,33.9513,-144,93,-118.4138,6,3,1,5,44,17,0.0,1,3,2,3,1494,13,21,28707
35,3,307,40800224,33.8193,141,225,-118.1288,2,3,1,5,29,26,0.0,2,1,5,5,1494,13,21,28708
35,3,13,40800225,33.8363,-147,208,-118.4168,10,1,1,5,58,25,,2,6,5,5,224,71,21,28709
35,3,33,40800225,34.0133,200,31,-118.0698,8,1,1,5,18,20,1.0,1,5,2,3,224,71,21,28710
7,4,70,40800225,34.0443,0,0,-118.2698,5,1,1,5,39,0,1.0,1,4,4,1,224,71,21,28711
2,4,82,40800225,34.0443,0,0,-118.2698,4,1,1,5,2,0,,1,4,4,1,224,71,21,28712
52,3,84,40800225,33.9723,77,72,-118.1928,3,1,1,5,12,10,1.0,1,5,7,4,224,71,21,28713
52,3,91,40800225,33.8983,69,146,-118.2008,2,1,1,5,25,16,1.0,1,1,2,3,224,71,21,28714
35,3,93,40800225,33.9173,95,127,-118.1748,2,1,1,5,1,15,0.0,1,5,2,4,224,71,21,28715
35,3,188,40800225,33.8483,-53,196,-118.3228,6,2,1,5,3,20,0.0,1,4,2,3,224,71,21,28716
40,4,212,40800225,34.0443,0,0,-118.2698,3,2,1,5,38,0,1.0,1,4,4,1,224,71,21,28717
35,3,224,40800225,34.0603,-155,-16,-118.4248,2,2,1,5,45,15,,1,3,2,4,224,71,21,28718
28,3,230,40800225,34.0103,-190,34,-118.4598,2,2,1,5,0,19,,1,3,2,3,224,71,21,28719
52,3,233,40800225,33.8053,75,239,-118.1948,1,2,1,5,37,25,1.0,2,4,5,5,224,71,21,28720
35,3,243,40800225,33.8173,-122,227,-118.3918,0,2,1,5,48,25,0.0,2,6,5,5,224,71,21,28721
35,3,256,40800225,34.0303,-119,14,-118.3888,0,2,1,5,2,11,0.0,1,3,2,4,224,71,21,28722
52,3,275,40800225,33.9103,97,134,-118.1728,10,3,1,5,23,16,1.0,1,1,2,3,224,71,21,28723
35,3,283,40800225,33.9253,-43,119,-118.3128,8,3,1,5,59,12,0.0,1,4,7,4,224,71,21,28724
35,3,290,40800225,33.9453,-111,99,-118.3808,8,3,1,5,31,14,0.0,1,3,2,4,224,71,21,28725
35,3,348,40800225,33.8743,-57,170,-118.3268,4,3,1,5,28,17,1.0,1,6,2,3,224,71,21,28726
35,3,368,40800225,33.9923,-34,52,-118.3038,2,3,1,5,56,6,,1,4,7,1,224,71,21,28727
35,3,6,40800226,33.9313,94,113,-118.1758,10,1,1,5,41,14,0.0,1,5,2,4,1455,13,21,28728
39,3,18,40800226,33.9473,-62,97,-118.3318,9,1,1,5,45,11,0.0,1,3,7,4,1455,13,21,28729
52,3,33,40800226,33.8883,0,156,-118.2698,8,1,1,5,15,15,,1,4,2,4,1455,13,21,28730
35,3,36,40800226,33.8413,88,203,-118.1818,7,1,1,5,54,22,0.0,1,1,2,3,1455,13,21,28731
7,4,56,40800226,34.0443,0,0,-118.2698,6,1,1,5,21,0,,1,4,4,1,1455,13,21,28732
35,3,66,40800226,33.8353,80,209,-118.1898,4,1,1,5,30,22,0.0,1,1,2,3,1455,13,21,28733
19,4,72,40800226,34.0443,0,0,-118.2698,3,1,1,5,22,0,0.0,1,4,4,1,1455,13,21,28734
7,4,78,40800226,34.0443,0,0,-118.2698,2,1,1,5,31,0,1.0,1,4,4,1,1455,13,21,28735
35,3,101,40800226,34.0193,-174,25,-118.4438,11,2,1,5,43,17,1.0,1,3,2,3,1455,13,21,28736
35,3,110,40800226,34.0163,179,28,-118.0908,10,2,1,5,31,18,0.0,1,5,2,3,1455,13,21,28737
35,3,113,40800226,33.9783,-43,66,-118.3128,10,2,1,5,0,7,0.0,1,4,7,1,1455,13,21,28738
35,3,162,40800226,33.9263,106,118,-118.1638,5,2,1,5,37,15,1.0,1,5,2,4,1455,13,21,28739
35,3,187,40800226,33.8963,206,148,-118.0638,3,2,1,5,54,25,,2,1,5,5,1455,13,21,28740
7,4,206,40800226,34.0443,0,0,-118.2698,2,2,1,5,55,0,1.0,1,4,4,1,1455,13,21,28741
34,1,245,40800226,34.0443,0,0,-118.2698,0,2,1,5,26,0,1.0,1,4,4,1,1455,13,21,28742
39,3,247,40800226,33.6033,-11,441,-118.2808,0,2,1,5,0,44,0.0,2,2,3,2,1455,13,21,28743
28,3,278,40800226,33.9723,-234,72,-118.5038,8,3,1,5,30,24,1.0,2,3,6,5,1455,13,21,28744
52,3,281,40800226,33.9393,-57,105,-118.3268,8,3,1,5,2,11,0.0,1,4,7,4,1455,13,21,28745
52,3,313,40800226,33.9283,144,116,-118.1258,5,3,1,5,2,18,1.0,1,1,2,3,1455,13,21,28746
